age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
27,Privte,13,Nver-married,Exec-manageial,Own-chid,Wite,Femle,0,0,40,<=50
19,Privae,9,Neve-married,Adm-clerica,Notin-family,Whie,Femle,0,0,30,<=5K
52,Privat,14,Dvorced,Profspecialty,Unmarrid,Whie,Mle,15020,0,50,>5K
26,Priate,13,Never-maried,Tech-suport,Not-infamily,Whte,ale,0,0,40,<50K
50,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
40,Private,12,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,<=50K
45,Self-emp-not-inc,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,<=50K
25,Private,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,<=50K
37,Private,11,Never-married,Other-service,Not-in-family,White,Male,0,0,40,<=50K
49,Self-emp-not-inc,11,Divorced,Transport-moving,Not-in-family,White,Male,0,0,48,<=50K
40,Private,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,<=50K
50,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,<=50K
22,Private,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,<=50K
38,rivate,13,Marrid-civ-spouse,Exec-mnagerial,Huband,Whie,Mal,0,0,50,>0K
24,Private,12,Never-married,Prof-specialty,Own-child,Black,Male,0,0,20,<=50K
21,Privte,9,Married-civ-spous,Crft-repair,Husbad,Whie,Mle,0,0,40,<=0K
27,State-gov,13,Married-civ-spouse,Protective-serv,Wife,Black,Female,0,0,48,<=50K
90,rivate,9,Never-marrie,Adm-clercal,Notin-family,hite,Femae,0,0,40,>5K
52,Private,6,Widowed,Sales,Unmarried,Black,Female,0,0,40,<=50K
60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,<=50K
28,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,<=50K
65,Loal-gov,10,Divorce,dm-clerical,ot-in-family,Whte,Femae,0,0,28,=50K
19,Pivate,9,Never-arried,ales,Not-in-amily,Asian-Pac-Islaner,Mal,0,0,30,<50K
48,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,<=50K
54,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,<=50K
27,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,20,<=50K
66,Private,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,35,<=50K
35,Federal-gov,13,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,40,<=50K
25,Self-emp-not-inc,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,<=50K
27,Local-gov,12,Never-married,Prof-specialty,Own-child,Black,Female,0,0,37,<=50K
60,Private,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,<=50K
37,Pivate,11,Married-civspouse,Craftrepair,Husbnd,Whit,Mle,0,0,40,<50K
42,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,40,<=50K
42,Private,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1590,40,<=50K
39,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
31,Localgov,10,Married-civ-spoue,Protectie-serv,Huband,Whie,Mal,0,0,40,>0K
34,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,>50K
60,?,13,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,2163,25,<=50K
44,Prvate,7,Nevermarried,Oher-service,Not-i-family,hite,Fmale,0,0,40,=50K
65,rivate,14,Married-civ-spoue,Adm-clrical,Other-relatve,Whie,Femae,0,0,40,>0K
56,?,12,Married-iv-spouse,?,Hsband,hite,Mle,0,0,20,<=0K
22,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
30,Self-emp-not-inc,11,Separated,Sales,Not-in-family,White,Male,0,0,40,<=50K
46,Locl-gov,10,Divoced,Adm-clerial,Unmarrid,Whit,Femle,0,0,45,<=0K
22,Private,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,<=50K
20,Private,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,24,<=50K
36,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,<=50K
21,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,<=50K
52,Self-emp-not-inc,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
56,Self-emp-nc,9,Married-iv-spouse,Exec-manageral,Other-elative,Asian-Pc-Islander,Feale,0,0,21,<50K
49,rivate,9,Marrie-civ-spouse,Trnsport-moving,Hsband,Wite,Mae,0,0,44,<=50
55,Local-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
20,Private,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,40,<=50K
17,?,6,Never-married,?,Own-child,White,Male,0,0,30,<=50K
33,Self-emp-not-ic,9,Never-arried,Exe-managerial,ot-in-family,Wite,ale,0,0,55,=50K
29,Private,8,Never-married,Other-service,Unmarried,Black,Female,0,0,35,<=50K
66,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,4,<=50K
45,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
63,Stte-gov,10,Marred-civ-spouse,Adm-lerical,Hsband,Wite,Mae,0,1740,40,<=50
49,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,<=50K
37,Fedeal-gov,9,Married-civ-pouse,dm-clerical,Husand,Whie,Mal,0,0,40,>50
31,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
43,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
34,Sel-emp-not-inc,9,Married-ci-spouse,Transport-mving,Husbnd,Whie,Mae,0,0,35,<=50
51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
39,?,10,ivorced,?,Notin-family,Whte,Feale,0,0,35,<50K
33,Prvate,13,Maried-civ-spouse,Sale,Husand,Blak,Mle,0,0,55,<=5K
38,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,>50K
71,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,15,<=50K
53,Federa-gov,12,Marriedciv-spouse,Adm-clercal,Hsband,Wite,Mae,0,0,40,=50K
68,Privae,9,Marrie-civ-spouse,rotective-serv,Husbnd,Whit,Mal,0,0,40,<=5K
58,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
43,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,>50K
42,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,>50K
34,Private,13,Never-married,Sales,Own-child,White,Male,0,0,40,>50K
22,Private,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,<=50K
58,ocal-gov,9,Married-iv-spouse,Exc-managerial,usband,Whte,Mae,7298,0,40,50K
38,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,<=50K
70,Private,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,18,<=50K
30,Privat,11,ever-married,Handlers-cleaner,Own-hild,Wite,ale,0,0,45,=50K
52,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,>50K
31,Privte,11,Neve-married,Adm-clerial,Unmarrid,Blak,Femae,0,0,40,<=0K
33,Private,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,<=50K
59,Prvate,14,Marriedciv-spouse,Craftrepair,Wif,Asian-Pac-Islnder,Femal,0,0,35,<=0K
32,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,68,<=50K
28,State-gov,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,<=50K
23,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,<=50K
18,?,7,Never-married,?,Own-child,White,Female,0,0,35,<=50K
54,Private,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,<=50K
42,Self-emp-inc,10,Never-married,Sales,Not-in-family,White,Male,0,0,60,<=50K
44,Prvate,13,ivorced,Exec-manageial,Umarried,hite,emale,0,0,45,<=50
32,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
42,State-ov,13,Married-civspouse,Exec-manageial,Husban,Whie,ale,0,0,48,>50
55,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,<=50K
36,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K
50,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
32,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
27,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,<=50K
18,,10,Never-married,,Own-child,White,Female,0,0,20,<=50K
27,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
28,Self-emp-not-inc,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,<=50K
28,Private,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,<=50K
37,Privat,11,Maried-civ-spouse,Exc-managerial,Hsband,Blac,Mle,15024,0,45,>50
52,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,95,>50K
31,Privae,10,Married-civ-spuse,Adm-clercal,usband,Asian-Pac-Isander,Mle,0,0,50,<=50
25,Priate,9,Never-marrie,Adm-clerial,Other-relatve,Back,emale,0,0,40,<50K
56,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
50,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
23,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
36,Self-emp-no-inc,16,Never-maried,Pof-specialty,Not-in-famil,hite,Mle,0,0,30,>5K
32,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
39,Private,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,<=50K
52,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
47,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
26,Prvate,3,Nevermarried,Transport-moing,Not-n-family,Whte,ale,0,0,40,<=50
32,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K
30,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,<=50K
40,Private,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,55,>50K
47,Private,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
30,Prvate,5,Married-civ-spuse,Farming-fishng,Hsband,Whte,ale,0,0,40,<=50
65,Privat,10,Widwed,Sale,Other-reative,Whte,Femal,0,0,45,<=50
21,rivate,12,Never-marred,Adm-clericl,Nt-in-family,Whte,emale,0,0,25,<=50
18,?,9,Neer-married,?,Own-chil,hite,Femle,0,0,60,<=0K
24,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,<=50K
27,?,10,Divorced,?,Own-child,White,Male,0,0,40,<=50K
20,Self-emp-not-inc,10,Never-married,Farming-fishing,Own-child,White,Male,0,2258,10,<=50K
42,rivate,9,Divoced,ales,No-in-family,Whie,Fmale,0,0,42,=50K
37,Privae,13,ever-married,Prof-pecialty,Not-in-famly,Whte,Mal,0,0,30,<50K
71,,4,Married-civ-spouse,,Husband,White,Male,0,2149,24,<=50K
51,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
31,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K
54,Private,4,Divorced,Machine-op-inspct,Unmarried,White,Female,0,3900,40,<=50K
22,,10,Never-married,,Not-in-family,White,Male,0,0,25,<=50K
53,Private,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,>50K
47,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,>50K
30,Private,7,Divorced,Sales,Own-child,White,Male,0,0,40,<=50K
58,Pivate,11,Divorce,Adm-lerical,Not-n-family,hite,Femae,0,0,60,<=50
21,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
29,Privae,9,arried-civ-spouse,Machie-op-inspct,Wif,hite,Femle,0,0,40,<50K
47,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
54,Priate,13,Divoced,rof-specialty,Notin-family,Whie,Feale,0,0,36,<=50
22,Private,9,Never-married,Sales,Own-child,Black,Female,0,0,40,<=50K
35,Private,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,<=50K
36,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,>50K
19,Privat,9,Never-arried,Adm-clercal,wn-child,Whie,Mle,0,0,30,<=0K
29,Sate-gov,13,Nevermarried,Craft-rpair,No-in-family,hite,Mal,0,0,40,<=0K
57,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,<=50K
24,Pivate,9,Married-civ-spoue,Transport-oving,Own-cild,Whie,emale,0,0,40,<=5K
39,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,<=50K
62,?,9,Marrid-civ-spouse,?,Huband,Whie,ale,0,0,40,<=0K
54,elf-emp-not-inc,9,Married-civ-spuse,Sles,Husbnd,Whie,Mal,0,0,40,<50K
59,Private,15,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,<=50K
47,Private,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,<=50K
29,Priate,10,Divorcd,Exec-managrial,Umarried,Whte,Mae,0,0,55,50K
20,Prvate,8,Never-marrid,Adm-clericl,Ownchild,Wite,emale,0,0,40,<=50
24,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,<=50K
64,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
53,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,>50K
39,Priate,9,Marrie-civ-spouse,Farmng-fishing,Husbad,Wite,Mal,0,0,45,=50K
48,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,>50K
50,State-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,<=50K
43,Privte,12,Divorcd,Exc-managerial,Not-i-family,Blck,Mle,0,0,40,=50K
32,Self-empnot-inc,13,Dvorced,Prof-pecialty,Not-in-famil,Whte,emale,0,1340,45,<=0K
32,Private,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,>50K
32,Private,13,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,>50K
68,Privae,15,Wiowed,rof-specialty,nmarried,Whie,Femal,0,0,16,=50K
34,Prvate,9,Separted,ther-service,ot-in-family,Whit,Femle,0,0,40,<=0K
32,Local-gov,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K
40,Prvate,10,Divrced,Teh-support,Unmrried,hite,Femae,0,213,40,<=50
32,Localgov,10,Divorce,Othr-service,Not-i-family,Whie,Feale,0,0,30,<=5K
30,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
28,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
62,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,4064,0,35,<=50K
41,rivate,7,Neve-married,Machine-o-inspct,Not-in-fmily,Back,ale,0,0,40,<=5K
53,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
32,Privat,9,Divrced,Machie-op-inspct,Nt-in-family,Whte,Femal,0,0,40,=50K
17,Self-emp-inc,6,Never-married,Sales,Own-child,White,Male,0,0,15,<=50K
47,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,<=50K
20,rivate,9,Never-maried,Handlers-cleners,Own-hild,Whie,Mal,0,0,15,<=0K
28,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
28,Prvate,10,Divrced,Craft-rpair,Not-in-faily,hite,Mal,0,0,46,<=50
41,Privat,9,Married-civ-spose,Craf-repair,Hsband,Whit,Mle,0,1485,44,>50
36,Private,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K
34,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,1974,30,<=50K
42,Loal-gov,14,Never-marred,Prof-speialty,Not-in-fmily,Wite,Fmale,0,0,40,>5K
58,Private,4,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,33,<=50K
32,Private,9,Married-AF-spouse,Other-service,Other-relative,White,Female,0,0,10,<=50K
35,Self-emp-not-in,5,Married-civ-pouse,Crft-repair,Husbnd,Whie,Mle,0,0,50,<=0K
38,Priate,13,ever-married,Other-servie,Ownchild,Whit,Femae,0,0,35,<50K
72,Self-emp-not-ic,9,Marred-civ-spouse,Sles,Husban,Wite,ale,0,0,30,<50K
55,Pivate,6,Widowe,Crat-repair,Unmarrie,Blak,Femae,0,0,40,<50K
50,State-ov,9,Marrie-civ-spouse,Craft-repir,Husand,Wite,ale,0,1485,40,>0K
39,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,<=50K
31,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,35,<=50K
23,Private,9,Never-married,Tech-support,Own-child,White,Male,0,0,50,<=50K
28,Private,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,<=50K
59,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,>50K
27,Priate,13,Married-civ-souse,Sals,Huband,Whte,Mal,0,0,45,>5K
25,Pivate,9,Nevermarried,Adm-clercal,Not-i-family,Whie,Mle,0,0,40,<50K
22,Priate,9,Marred-civ-spouse,Tech-suport,Husand,Wite,Mle,0,0,40,<=50
43,Prvate,13,eparated,Exec-manaerial,Umarried,hite,Mal,8614,0,40,>50
49,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
28,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
39,Loal-gov,14,Married-civ-spuse,Profspecialty,Wfe,Whit,Feale,0,1977,20,>5K
38,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,45,<=50K
47,Local-gov,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,>50K
48,Private,6,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,40,<=50K
43,Private,9,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,32,<=50K
82,?,11,Widoed,?,Not-n-family,Whte,emale,0,0,8,=50K
57,Self-mp-not-inc,9,Married-civ-spose,dm-clerical,Wif,hite,Femal,0,0,16,<=50
62,Locl-gov,14,Married-civspouse,Prof-speciaty,Hsband,Whit,ale,0,0,10,<50K
36,Federal-gov,13,Never-married,Prof-specialty,Own-child,White,Male,0,2258,40,<=50K
45,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,3411,0,40,<=50K
21,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K
73,Private,9,Widowed,Sales,Not-in-family,White,Female,0,0,7,<=50K
53,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,2002,45,<=50K
55,Self-emp-not-inc,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1887,70,>50K
43,?,9,ever-married,?,Other-relatie,Wite,Femae,0,0,40,=50K
21,Locl-gov,9,Never-marred,Adm-clericl,Ow-child,Whte,Mae,0,0,20,<50K
42,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,30,<=50K
82,?,4,Widowed,?,Not-in-family,White,Male,0,0,5,<=50K
50,rivate,9,Marrid-civ-spouse,Prof-specialy,Huband,hite,Mae,0,0,84,<=50
40,Privat,9,Marrid-civ-spouse,Crat-repair,usband,hite,Mae,0,0,35,<=5K
21,?,10,Never-married,?,Own-child,White,Male,0,0,20,<=50K
35,Sel-emp-not-inc,5,Married-civ-spoue,Crft-repair,Husbnd,Wite,Mle,0,0,40,<50K
31,Private,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,42,<=50K
61,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
50,Federal-gov,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,>50K
36,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,<=50K
43,Privat,9,arried-civ-spouse,Adm-lerical,Huband,Whie,Mae,0,0,40,>50
19,State-gov,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,<=50K
33,Private,11,Divorced,Sales,Not-in-family,White,Male,0,0,40,<=50K
60,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,>50K
50,Federal-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
40,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,45,>50K
63,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,<=50K
55,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,<=50K
36,Private,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,<=50K
49,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,>50K
18,Private,8,Never-married,Other-service,Own-child,White,Male,0,0,30,<=50K
34,Prvate,9,Dvorced,Adm-lerical,Unmarred,Blck,emale,0,0,40,<=5K
27,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,16,<=50K
37,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,<=50K
38,State-gov,11,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,<=50K
37,Prvate,9,Maried-civ-spouse,Trnsport-moving,Hsband,Whit,ale,0,0,40,<50K
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,<=50K
26,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
48,Self-emp-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,>50K
20,Privte,9,Neer-married,Caft-repair,Ownchild,Whie,Mle,0,0,40,=50K
34,Prvate,10,Nver-married,Adm-clrical,Unmarrid,Whte,Femal,0,0,38,=50K
40,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,>50K
28,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
75,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2149,35,<=50K
59,elf-emp-not-inc,9,Widwed,Exec-mnagerial,Not-in-famly,Whie,Femle,13550,0,60,>50
21,Private,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,<=50K
23,Private,10,Never-married,Farming-fishing,Unmarried,White,Male,0,0,45,<=50K
45,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,20,>50K
47,Feeral-gov,9,Nevermarried,Exec-manageral,Not-n-family,Whit,Femae,0,0,40,<=50
44,Private,10,Widowed,Tech-support,Unmarried,White,Female,0,0,38,<=50K
23,Privat,10,Nver-married,Admclerical,Other-elative,hite,Femae,0,0,40,<=5K
43,Stae-gov,9,Never-marred,Admclerical,Not-in-fmily,hite,emale,0,0,40,<=5K
20,Priate,10,Nevermarried,Other-servce,Own-cild,Whit,Femae,0,0,20,<50K
54,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
42,ocal-gov,14,Separaed,Execmanagerial,Umarried,Blak,Mle,0,0,45,>50
38,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,99,>50K
52,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,>50K
47,Sel-emp-not-inc,11,Marred-civ-spouse,Oher-service,usband,Whit,ale,0,0,45,<50K
48,Locl-gov,11,Married-civ-spose,Protectiv-serv,Husand,Amr-Indian-Eskimo,Mal,0,0,40,<=5K
35,Privae,11,Divrced,Prof-spcialty,Unmarrie,Whte,Femal,0,0,40,50K
61,Private,13,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,30,<=50K
44,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,<=50K
32,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,<=50K
32,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
48,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,4865,0,36,<=50K
