age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
20.0,Private,9.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,,,,<=50K
36.0,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,48.0,<=50K
21.0,Private,900.0,Married-civ-spouse,20.0,Husband,White,Male,0.0,0.0,Craft-repair,<=50K
,Self-emp-not-inc,6.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,<=50K
56.0,Self-emp-inc,,Married-civ-spouse,21.0,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,Exec-managerial,<=50K
49.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,0.0,Male,0.0,White,44.0,<=50K
55.0,Local-gov,10.0,Married-civ-spouse,40.0,Husband,White,Male,0.0,0.0,Prof-specialty,>50K
20.0,Private,1000.0,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0.0,,40.0,<=50K
3308.078025556462,?,600.0,Never-married,30.0,Own-child,White,Male,0.0,17.0,?,<=50K
330.0,Self-emp-not-inc,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,<=50K
0.0,Private,14.811422781805463,Never-married,Other-service,Unmarried,Black,Female,0.0,29.0,35.0,<=50K
9.0,Private,66.0,Married-civ-spouse,Other-service,Husband,Black,Male,336734.62890419085,0.0,4.0,<=50K
45.0,Self-emp-not-inc,-0.9641573424958807,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,<=50K
63.0,State-gov,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1740.0,40.0,<=50K
49.0,Private,9.0,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,<=50K
37.0,Federal-gov,-5.835446948556664,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,>50K
31.0,Private,4.0,Married-civ-spouse,40.0,Husband,0.0,Male,0.0,White,Machine-op-inspct,<=50K
43.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,>50K
34.0,Self-emp-not-inc,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,,35.0,<=50K
51.0,Private,1000.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,>50K
10.0,?,39.0,Divorced,?,Not-in-family,White,Female,0.0,0.0,35.0,<=50K
33.0,Private,,Married-civ-spouse,Sales,Husband,Black,Male,9232.840335825185,0.0,55.0,<=50K
38.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,,0.0,48.0,>50K
71.0,Private,,Divorced,Prof-specialty,Not-in-family,0.0,Female,0.0,White,,<=50K
53.0,Federal-gov,1200.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,<=50K
68.0,Private,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,<=50K
9.0,Private,58.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,<=50K
-462.6692920706475,Private,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40.0,>50K
42.0,Local-gov,14.0,Married-civ-spouse,50.0,Husband,White,Male,0.0,0.0,Prof-specialty,>50K
34.0,Private,13.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,>50K
22.0,Private,,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,,35.0,<=50K
58.0,Local-gov,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40.0,>50K
380.0,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,<=50K
70.0,Private,5.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,18.0,<=50K
30.0,Private,11.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,45.0,<=50K
52.0,Private,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,>50K
237.52796433489178,Private,11.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,<=50K
33.0,Private,12.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,<=50K
1383.6307893154792,Private,14.0,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,0.0,0.0,35.0,<=50K
32.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,68.0,<=50K
28.0,State-gov,1000.0,Divorced,Adm-clerical,Not-in-family,0.0,Female,0.0,Black,40.0,<=50K
23.0,Private,,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,<=50K
0.0,?,7.0,Never-married,?,Own-child,White,Female,0.0,18.0,35.0,<=50K
54.0,Private,10.0,Divorced,Craft-repair,Unmarried,White,Female,0.0,0.0,48.0,<=50K
42.0,Self-emp-inc,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,60.0,<=50K
44.0,Private,13.0,Divorced,45.0,Unmarried,,Female,0.0,White,Exec-managerial,<=50K
32.0,Local-gov,,Married-civ-spouse,Craft-repair,Husband,White,Male,-6122.277331559463,0.0,40.0,<=50K
13.0,State-gov,0.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,,48.0,>50K
55.0,Local-gov,1300.0,Married-civ-spouse,Prof-specialty,Wife,0.0,Female,0.0,White,60.0,<=50K
36.0,State-gov,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,<=50K
50.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,<=50K
17906.629812710955,Private,6.582460908934863,Married-civ-spouse,40.0,Husband,White,Male,0.0,0.0,Transport-moving,<=50K
10.0,Private,27.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
180.0,,1000.0,Never-married,,Own-child,White,Female,,0.0,20.0,<=50K
27.0,Federal-gov,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
28.0,Self-emp-not-inc,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,30.0,<=50K
28.0,Private,9.0,Divorced,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,<=50K
37.0,Private,11.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,150240.0,0.0,45.0,>50K
52.0,Self-emp-not-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,95.0,>50K
31.0,Private,-4.762731859915382,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,-6873.267516534722,0.0,50.0,<=50K
9.0,Private,25.0,Never-married,Adm-clerical,Other-relative,Black,Female,0.0,0.0,40.0,<=50K
,Private,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,,40.0,<=50K
50.0,Private,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6742.781578789903,0.0,40.0,<=50K
23.0,Private,6.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,<=50K
36.0,Self-emp-not-inc,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,>50K
320.0,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,<=50K
39.0,Private,,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,<=50K
52.0,Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,>50K
47.0,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,>50K
26.0,Private,3.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,,<=50K
32.0,Private,6.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
0.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,30.0,0.0,55.0,<=50K
40.0,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,55.0,>50K
47.0,Private,8.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,-2343.429858663032,0.0,40.0,<=50K
,Private,5.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,<=50K
0.0,Private,,Widowed,45.0,Other-relative,White,Female,65.0,0.0,Sales,<=50K
21.0,Private,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25.0,<=50K
0.0,?,9.0,Never-married,?,Own-child,White,Female,0.0,18.0,60.0,<=50K
,Private,9.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,<=50K
27.0,?,1000.0,Divorced,?,Own-child,White,Male,0.0,0.0,40.0,<=50K
200.0,Self-emp-not-inc,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,,10.0,<=50K
42.0,Private,9.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,42.0,<=50K
37.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,<=50K
,,4.0,Married-civ-spouse,,Husband,White,Male,0.0,2149.0,24.0,<=50K
-797.8442487859305,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,>50K
31.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
54.0,Private,4.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,3900.0,,<=50K
0.0,,10.0,Never-married,,Not-in-family,White,Male,0.0,22.0,25.0,<=50K
53.0,Private,31.179230103478332,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,>50K
470.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688.0,0.0,40.0,>50K
30.0,Private,7.0,Divorced,Sales,Own-child,White,Male,0.0,0.0,40.0,<=50K
58.0,Private,31.46622241858968,Divorced,60.0,Not-in-family,White,Female,0.0,0.0,Adm-clerical,<=50K
21.0,Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,<=50K
29.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,<=50K
47.0,Private,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,>50K
54.0,Private,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,3500.370942937462,0.0,36.0,<=50K
22.0,Private,9.0,Never-married,Sales,Own-child,Black,Female,19471.3763921633,0.0,40.0,<=50K
,Private,900.0,Divorced,Tech-support,Unmarried,White,Female,,0.0,40.0,<=50K
413.9370027536178,Self-emp-not-inc,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,70.0,>50K
-5318.896568389221,Private,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,30.0,<=50K
29.0,State-gov,13.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,<=50K
57.0,Private,2761.3257624848275,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,<=50K
,Private,9.0,Married-civ-spouse,Transport-moving,Own-child,White,Female,0.0,0.0,,<=50K
1974.8589706376608,Self-emp-not-inc,1000.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,39.0,35.0,<=50K
62.0,?,20.487541993076935,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,<=50K
54.0,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,<=50K
59.0,Private,15.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40.0,<=50K
9.0,Private,48.05884760663333,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50.0,<=50K
29.0,Private,10.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,,55.0,>50K
20.0,Private,8.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,<=50K
2758.8967486608503,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,-1422.1236992754393,0.0,45.0,<=50K
64.0,Private,2.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,<=50K
53.0,Private,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,60.0,>50K
,Private,20.695541295081927,Married-civ-spouse,Farming-fishing,Husband,39.0,Male,0.0,White,45.0,<=50K
48.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,0.0,Male,0.0,White,55.0,>50K
50.0,State-gov,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,,40.0,<=50K
430.0,Private,12.0,Divorced,40.0,Not-in-family,Black,Male,0.0,0.0,Exec-managerial,<=50K
32.0,Self-emp-not-inc,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,1340.0,45.0,<=50K
32.0,Private,13.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,>50K
-2434.0339427511785,Private,13.0,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,40.0,>50K
68.0,Private,,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,16.0,<=50K
34.0,Private,9.0,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
32.0,Local-gov,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,<=50K
40.0,Private,10.0,Divorced,Tech-support,Unmarried,White,Female,-11071.740968774237,213.0,40.0,<=50K
32.0,Local-gov,10.0,Divorced,Other-service,Not-in-family,White,Female,8144.426290384301,0.0,30.0,<=50K
300.0,Self-emp-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,>50K
28.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,<=50K
620.0,Private,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,4064.0,0.0,35.0,<=50K
41.0,Private,7.0,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40.0,<=50K
53.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,<=50K
32.0,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
17.0,Self-emp-inc,6.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,15.0,<=50K
0.0,Private,26.896482232370087,Never-married,Other-service,Not-in-family,White,Female,47.0,0.0,40.0,<=50K
20.0,Private,7.477507377079677,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,15.0,<=50K
28.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,<=50K
-27124.58345460162,Private,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,28.0,46.0,<=50K
410.0,Private,13.72489665635761,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1485.0,44.0,>50K
-3186.988728374142,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,<=50K
340.0,Self-emp-not-inc,900.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,1974.0,30.0,<=50K
420.0,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,>50K
580.0,Private,4.0,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,33.0,<=50K
32.0,Private,9.0,Married-AF-spouse,Other-service,Other-relative,White,Female,0.0,0.0,10.0,<=50K
35.0,Self-emp-not-inc,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,<=50K
38.0,Private,13.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,35.0,<=50K
0.0,Self-emp-not-inc,,Married-civ-spouse,Sales,Husband,White,Male,720.0,0.0,30.0,<=50K
,Private,6.0,Widowed,Craft-repair,Unmarried,Black,Female,,55.0,40.0,<=50K
50.0,State-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1485.0,40.0,>50K
39.0,Self-emp-not-inc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,<=50K
31.0,Private,900.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,35.0,<=50K
23.0,Private,9.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,50.0,<=50K
28.0,Private,13.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0.0,0.0,40.0,<=50K
59.0,Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,18397.902489194144,,48.0,>50K
27.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,>50K
25.0,Private,9.672629476804104,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,<=50K
22.0,Private,9.0,Married-civ-spouse,40.0,Husband,White,Male,0.0,0.0,Tech-support,<=50K
-1553.6145648991915,Private,13.0,Separated,Exec-managerial,Unmarried,White,Male,8614.0,0.0,40.0,>50K
49.0,Local-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,,0.0,40.0,>50K
280.0,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,<=50K
39.0,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1977.0,20.0,>50K
38.0,Private,13.0,Never-married,Tech-support,Not-in-family,White,Female,-30542.13439310561,0.0,45.0,<=50K
470.0,Local-gov,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688.0,0.0,40.0,>50K
480.0,Private,6.0,Never-married,Priv-house-serv,Other-relative,White,Female,0.0,0.0,40.0,<=50K
,Private,,Separated,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,32.0,<=50K
82.0,?,11.0,Widowed,?,Not-in-family,White,Female,0.0,0.0,8.0,<=50K
0.0,Self-emp-not-inc,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,57.0,16.0,<=50K
62.0,Local-gov,14.0,Married-civ-spouse,10.0,Husband,White,Male,0.0,0.0,Prof-specialty,<=50K
36.0,Federal-gov,-13.17309839865544,Never-married,Prof-specialty,Own-child,White,Male,0.0,2258.0,40.0,<=50K
9.0,Self-emp-not-inc,45.0,Married-civ-spouse,40.0,Husband,White,Male,,0.0,Other-service,<=50K
21.0,Local-gov,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,<=50K
73.0,Private,9.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,7.0,<=50K
53.0,Local-gov,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,2002.0,45.0,<=50K
55.0,Self-emp-not-inc,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,1887.0,70.0,>50K
43.0,?,9.0,Never-married,?,Other-relative,White,Female,0.0,0.0,,<=50K
21.0,Local-gov,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,20.0,<=50K
0.0,Private,10.0,Never-married,Other-service,Own-child,White,Male,0.0,,30.0,<=50K
82.0,?,4.0,Widowed,?,Not-in-family,0.0,Male,0.0,White,5.0,<=50K
50.0,Private,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,84.0,<=50K
40.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,<=50K
0.0,?,11.284030558550299,Never-married,?,Own-child,White,Male,0.0,21.0,20.0,<=50K
