age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
70.0,Private,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,18,<=50K
0.0,Private,11,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,<=50K
52.0,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,>50K
31.0,Private,11,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K
33.0,Private,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,<=50K
59.0,Private,14,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,35,<=50K
32.0,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,68,<=50K
28.0,State-gov,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,<=50K
23.0,Private,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,<=50K
18.0,?,7,Never-married,?,Own-child,White,Female,0,0,35,<=50K
54.0,Private,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,<=50K
42.0,Self-emp-inc,10,Never-married,Sales,Not-in-family,White,Male,0,0,60,<=50K
44.0,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,<=50K
32.0,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
42.0,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,>50K
55.0,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,<=50K
36.0,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K
50.0,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,<=50K
32.0,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
27.0,Private,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,<=50K
18.0,,10,Never-married,,Own-child,White,Female,0,0,20,<=50K
27.0,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
28.0,Self-emp-not-inc,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,<=50K
28.0,Private,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,<=50K
0.0,Private,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,15024,0,45,>50K
52.0,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,95,>50K
31.0,Private,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,50,<=50K
25.0,Private,9,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,40,<=50K
56.0,Private,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
50.0,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
23.0,Private,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
36.0,Self-emp-not-inc,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,>50K
32.0,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
39.0,Private,11,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,<=50K
52.0,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
47.0,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
0.0,Private,3,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,<=50K
32.0,Private,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K
30.0,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,<=50K
40.0,Private,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,55,>50K
47.0,Private,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,<=50K
0.0,Private,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,<=50K
65.0,Private,10,Widowed,Sales,Other-relative,White,Female,0,0,45,<=50K
0.0,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,<=50K
18.0,?,9,Never-married,?,Own-child,White,Female,0,0,60,<=50K
24.0,Private,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,<=50K
27.0,?,10,Divorced,?,Own-child,White,Male,0,0,40,<=50K
20.0,Self-emp-not-inc,10,Never-married,Farming-fishing,Own-child,White,Male,0,2258,10,<=50K
42.0,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,42,<=50K
0.0,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,<=50K
71.0,,4,Married-civ-spouse,,Husband,White,Male,0,2149,24,<=50K
51.0,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
31.0,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,<=50K
54.0,Private,4,Divorced,Machine-op-inspct,Unmarried,White,Female,0,3900,40,<=50K
22.0,,10,Never-married,,Not-in-family,White,Male,0,0,25,<=50K
53.0,Private,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,>50K
47.0,Private,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,>50K
30.0,Private,7,Divorced,Sales,Own-child,White,Male,0,0,40,<=50K
58.0,Private,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,<=50K
21.0,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
131.17932284247425,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,<=50K
47.0,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,>50K
54.0,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,36,<=50K
22.0,Private,9,Never-married,Sales,Own-child,Black,Female,0,0,40,<=50K
35.0,Private,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,<=50K
36.0,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,>50K
19.0,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,<=50K
29.0,State-gov,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,<=50K
57.0,Private,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,<=50K
0.0,Private,9,Married-civ-spouse,Transport-moving,Own-child,White,Female,0,0,40,<=50K
39.0,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,<=50K
0.0,?,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,<=50K
54.0,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
59.0,Private,15,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,<=50K
47.0,Private,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,<=50K
29.0,Private,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,55,>50K
20.0,Private,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,<=50K
24.0,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,<=50K
64.0,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,<=50K
53.0,Private,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,>50K
39.0,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,<=50K
48.0,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,>50K
50.0,State-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,<=50K
43.0,Private,12,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,40,<=50K
32.0,Self-emp-not-inc,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,1340,45,<=50K
32.0,Private,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,>50K
32.0,Private,13,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,>50K
68.0,Private,15,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,<=50K
34.0,Private,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,<=50K
32.0,Local-gov,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,<=50K
40.0,Private,10,Divorced,Tech-support,Unmarried,White,Female,0,213,40,<=50K
133.650310931268,Local-gov,10,Divorced,Other-service,Not-in-family,White,Female,0,0,30,<=50K
30.0,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,>50K
28.0,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
62.0,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,4064,0,35,<=50K
41.0,Private,7,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,<=50K
53.0,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
32.0,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,<=50K
17.0,Self-emp-inc,6,Never-married,Sales,Own-child,White,Male,0,0,15,<=50K
47.0,Private,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,<=50K
20.0,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,<=50K
28.0,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
129.75113751635217,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,46,<=50K
41.0,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,44,>50K
36.0,Private,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K
34.0,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,1974,30,<=50K
42.0,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,>50K
58.0,Private,4,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,33,<=50K
32.0,Private,9,Married-AF-spouse,Other-service,Other-relative,White,Female,0,0,10,<=50K
35.0,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,<=50K
38.0,Private,13,Never-married,Other-service,Own-child,White,Female,0,0,35,<=50K
109.47736860471585,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,<=50K
55.0,Private,6,Widowed,Craft-repair,Unmarried,Black,Female,0,0,40,<=50K
173.12190647930544,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,>50K
39.0,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,<=50K
31.0,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,35,<=50K
23.0,Private,9,Never-married,Tech-support,Own-child,White,Male,0,0,50,<=50K
28.0,Private,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,<=50K
59.0,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,>50K
103.06458611408114,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,>50K
0.0,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,<=50K
22.0,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,<=50K
193.30391295177736,Private,13,Separated,Exec-managerial,Unmarried,White,Male,8614,0,40,>50K
49.0,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,>50K
28.0,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,<=50K
39.0,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,20,>50K
38.0,Private,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,45,<=50K
47.0,Local-gov,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,>50K
48.0,Private,6,Never-married,Priv-house-serv,Other-relative,White,Female,0,0,40,<=50K
43.0,Private,9,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,32,<=50K
82.0,?,11,Widowed,?,Not-in-family,White,Female,0,0,8,<=50K
57.0,Self-emp-not-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,16,<=50K
0.0,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10,<=50K
36.0,Federal-gov,13,Never-married,Prof-specialty,Own-child,White,Male,0,2258,40,<=50K
45.0,Self-emp-not-inc,9,Married-civ-spouse,Other-service,Husband,White,Male,3411,0,40,<=50K
21.0,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,<=50K
73.0,Private,9,Widowed,Sales,Not-in-family,White,Female,0,0,7,<=50K
53.0,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,2002,45,<=50K
55.0,Self-emp-not-inc,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1887,70,>50K
43.0,?,9,Never-married,?,Other-relative,White,Female,0,0,40,<=50K
161.41747910084516,Local-gov,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,<=50K
42.0,Private,10,Never-married,Other-service,Own-child,White,Male,0,0,30,<=50K
82.0,?,4,Widowed,?,Not-in-family,White,Male,0,0,5,<=50K
50.0,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,84,<=50K
107.51669079370288,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,<=50K
21.0,?,10,Never-married,?,Own-child,White,Male,0,0,20,<=50K
148.50577394285867,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,<=50K
31.0,Private,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,42,<=50K
61.0,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,<=50K
50.0,Federal-gov,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,60,>50K
36.0,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,<=50K
43.0,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,>50K
19.0,State-gov,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,15,<=50K
33.0,Private,11,Divorced,Sales,Not-in-family,White,Male,0,0,40,<=50K
60.0,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,>50K
50.0,Federal-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,<=50K
40.0,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,45,>50K
63.0,Private,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,<=50K
55.0,Private,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,<=50K
36.0,Private,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,<=50K
49.0,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,>50K
18.0,Private,8,Never-married,Other-service,Own-child,White,Male,0,0,30,<=50K
34.0,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,<=50K
27.0,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,16,<=50K
37.0,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,<=50K
38.0,State-gov,11,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,<=50K
37.0,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,<=50K
44.0,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,<=50K
26.0,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
48.0,Self-emp-inc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,>50K
20.0,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,<=50K
147.01456099653535,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,38,<=50K
40.0,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,>50K
28.0,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,>50K
75.0,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2149,35,<=50K
59.0,Self-emp-not-inc,9,Widowed,Exec-managerial,Not-in-family,White,Female,13550,0,60,>50K
21.0,Private,10,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,<=50K
23.0,Private,10,Never-married,Farming-fishing,Unmarried,White,Male,0,0,45,<=50K
45.0,Private,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,20,>50K
0.0,Federal-gov,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,<=50K
44.0,Private,10,Widowed,Tech-support,Unmarried,White,Female,0,0,38,<=50K
23.0,Private,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,<=50K
161.8561723300126,State-gov,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,<=50K
20.0,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,20,<=50K
54.0,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,>50K
42.0,Local-gov,14,Separated,Exec-managerial,Unmarried,Black,Male,0,0,45,>50K
38.0,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,1977,99,>50K
52.0,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,>50K
0.0,Self-emp-not-inc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,<=50K
0.0,Local-gov,11,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K
35.0,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,>50K
