age,workclass,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
40.0,Private,12.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,45.0,<=50K
50.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,<=50K
22.0,Private,13.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,35.0,<=50K
38.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,>50K
24.0,Private,12.0,Never-married,Prof-specialty,Own-child,Black,Male,0.0,0.0,58.77992872117393,<=50K
21.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,<=50K
27.0,State-gov,13.0,Married-civ-spouse,Protective-serv,Wife,Black,Female,0.0,0.0,48.0,<=50K
90.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,>50K
52.0,Private,6.0,Widowed,Sales,Unmarried,Black,Female,0.0,0.0,40.0,<=50K
60.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,<=50K
28.0,Private,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,<=50K
65.0,Local-gov,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,28.0,<=50K
19.0,Private,9.0,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,30.0,<=50K
48.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,304.5147783036742,60.0,<=50K
54.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,4532.742857614867,0.0,45.0,<=50K
27.0,Private,9.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,59.866921981651004,<=50K
66.0,Private,11.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35.0,<=50K
35.0,Federal-gov,13.0,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,40.0,<=50K
-17.944492700269137,Self-emp-not-inc,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,30.0,<=50K
27.0,Local-gov,12.0,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,37.0,<=50K
60.0,Private,9.116621936659117,Widowed,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,23.033883642457386,<=50K
37.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,<=50K
69.34517256211758,Private,9.0,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,<=50K
42.0,Private,10.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,10906.790930469204,1590.0,40.0,<=50K
39.0,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,>50K
31.0,Local-gov,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,>50K
34.0,Private,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,>50K
60.0,?,13.0,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0.0,2949.930090827409,25.0,<=50K
44.0,Private,7.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
65.0,Private,14.0,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0.0,-158.9020182099203,43.45277141687839,>50K
56.0,?,12.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,20.0,<=50K
-88.21681075899167,Private,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
30.0,Self-emp-not-inc,11.0,Separated,Sales,Not-in-family,White,Male,0.0,0.0,40.0,<=50K
46.0,Local-gov,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,45.0,<=50K
22.0,Private,10.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,25.0,<=50K
20.0,Private,9.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0.0,0.0,24.0,<=50K
36.0,Private,13.834982333147673,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,14.866793177538689,<=50K
21.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,<=50K
52.0,Self-emp-not-inc,6.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,-6106.635154601781,0.0,60.0,<=50K
56.0,Self-emp-inc,9.0,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0.0,0.0,21.0,<=50K
49.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,-1740.76697724178,44.0,<=50K
55.0,Local-gov,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,-1266.2158042780784,21.847494329994436,>50K
20.0,Private,10.0,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,<=50K
17.0,?,6.0,Never-married,?,Own-child,White,Male,0.0,0.0,30.0,<=50K
22.162962636840277,Self-emp-not-inc,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,<=50K
29.0,Private,8.0,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,35.0,<=50K
66.0,Private,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,4.0,<=50K
45.0,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,<=50K
63.0,State-gov,9.83450554139092,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1740.0,40.0,<=50K
49.0,Private,9.0,Never-married,Craft-repair,Not-in-family,Black,Male,8677.000935142965,0.0,8.099102625334048,<=50K
37.0,Federal-gov,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,>50K
31.0,Private,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,<=50K
43.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,420.81144405869236,0.0,84.29972176967948,>50K
34.0,Self-emp-not-inc,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,35.0,<=50K
51.0,Private,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,81.53246938243136,>50K
39.0,?,10.0,Divorced,?,Not-in-family,White,Female,0.0,0.0,47.87328152047718,<=50K
33.0,Private,13.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,55.0,<=50K
38.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,4038.524104170241,0.0,48.0,>50K
71.0,Private,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,15.0,<=50K
53.0,Federal-gov,11.010084478322362,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,<=50K
68.0,Private,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,<=50K
58.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,-95.12706038252085,40.0,<=50K
43.0,Private,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024.0,0.0,40.0,>50K
42.0,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,>50K
34.0,Private,13.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,>50K
0.23879834358480778,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,35.0,<=50K
58.0,Local-gov,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,40.0,>50K
38.0,Private,7.098888873840439,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,<=50K
70.0,Private,5.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,28.44498176389243,<=50K
16.61066799503852,Private,11.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,45.0,<=50K
52.0,Private,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,>50K
31.0,Private,11.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,<=50K
33.0,Private,12.0,Never-married,Craft-repair,Not-in-family,White,Male,-6982.693785278596,0.0,45.0,<=50K
59.0,Private,14.0,Married-civ-spouse,Craft-repair,Wife,Asian-Pac-Islander,Female,0.0,0.0,35.0,<=50K
-12.98100430338399,Private,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,68.0,<=50K
28.0,State-gov,10.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,<=50K
17.272797378227125,Private,13.0,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,<=50K
18.0,?,7.0,Never-married,?,Own-child,White,Female,0.0,0.0,35.0,<=50K
54.0,Private,10.0,Divorced,Craft-repair,Unmarried,White,Female,-7010.527260637289,0.0,48.0,<=50K
42.0,Self-emp-inc,7.701509774650353,Never-married,Sales,Not-in-family,White,Male,0.0,-654.4249040118326,60.0,<=50K
44.0,Private,13.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,45.0,<=50K
32.0,Local-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,<=50K
42.0,State-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,>50K
55.0,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,60.0,<=50K
36.0,State-gov,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,<=50K
50.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,<=50K
32.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,<=50K
27.0,Private,10.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
18.0,,10.0,Never-married,,Own-child,White,Female,5292.387321919493,0.0,20.0,<=50K
27.0,Federal-gov,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
28.0,Self-emp-not-inc,10.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,30.0,<=50K
28.0,Private,9.0,Divorced,Machine-op-inspct,Own-child,White,Male,13610.022217078262,0.0,40.0,<=50K
37.0,Private,11.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,15024.0,235.90603028117053,45.0,>50K
52.0,Self-emp-not-inc,8.919322581436472,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,95.0,>50K
31.0,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,<=50K
25.0,Private,9.0,Never-married,Adm-clerical,Other-relative,Black,Female,0.0,0.0,-15.131792911491509,<=50K
56.0,Private,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
50.0,Private,4.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,52.694755804402305,<=50K
23.0,Private,6.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,-1477.3291619985896,40.0,<=50K
36.0,Self-emp-not-inc,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,>50K
32.0,Private,9.0,Divorced,Adm-clerical,Unmarried,White,Female,5892.7910333924665,0.0,40.0,<=50K
39.0,Private,11.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,264.30431487202264,40.0,<=50K
-99.94227772395388,Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,>50K
47.0,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,>50K
26.0,Private,3.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,<=50K
32.0,Private,6.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
30.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,<=50K
40.0,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,55.0,>50K
47.0,Private,8.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,53.23895371577957,<=50K
30.0,Private,5.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,<=50K
153.86714192736173,Private,10.0,Widowed,Sales,Other-relative,White,Female,0.0,1986.3784986022713,45.0,<=50K
21.0,Private,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25.0,<=50K
18.0,?,9.0,Never-married,?,Own-child,White,Female,0.0,0.0,60.0,<=50K
24.0,Private,9.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0.0,0.0,40.0,<=50K
27.0,?,10.0,Divorced,?,Own-child,White,Male,0.0,0.0,40.0,<=50K
20.0,Self-emp-not-inc,10.748391961460928,Never-married,Farming-fishing,Own-child,White,Male,2861.50518639811,2258.0,10.0,<=50K
42.0,Private,8.621302439877422,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,42.0,<=50K
43.05449906567991,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,<=50K
71.0,,4.0,Married-civ-spouse,,Husband,White,Male,0.0,2149.0,24.0,<=50K
51.0,Private,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,>50K
31.0,Private,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
54.0,Private,4.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,3900.0,40.0,<=50K
22.0,,10.0,Never-married,,Not-in-family,White,Male,0.0,0.0,25.0,<=50K
53.0,Private,9.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,>50K
47.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688.0,0.0,40.0,>50K
-20.611320776488206,Private,7.0,Divorced,Sales,Own-child,White,Male,0.0,0.0,40.0,<=50K
58.0,Private,11.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,60.0,<=50K
21.0,Private,9.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,<=50K
29.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,5704.109286809703,-747.7665369460326,40.0,<=50K
47.0,Private,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,21.54401939566448,>50K
54.0,Private,11.58218006420111,Divorced,Prof-specialty,Not-in-family,White,Female,5395.058749943045,0.0,36.0,<=50K
22.0,Private,9.0,Never-married,Sales,Own-child,Black,Female,0.0,0.0,40.0,<=50K
31.140153531393022,Private,9.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,<=50K
36.0,Self-emp-not-inc,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,70.0,>50K
19.0,Private,9.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,30.0,<=50K
29.0,State-gov,18.456922228401933,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,<=50K
57.0,Private,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,<=50K
24.0,Private,9.0,Married-civ-spouse,Transport-moving,Own-child,White,Female,0.0,0.0,40.0,<=50K
39.0,Self-emp-not-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,35.0,<=50K
62.0,?,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,<=50K
54.0,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,<=50K
59.0,Private,15.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,35.63096936959176,<=50K
47.0,Private,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50.0,<=50K
29.0,Private,10.0,Divorced,Exec-managerial,Unmarried,White,Male,-2904.9953231007867,0.0,55.0,>50K
20.0,Private,8.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,<=50K
24.0,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,45.0,<=50K
64.0,Private,2.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,<=50K
53.0,Private,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,60.0,>50K
39.0,Private,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,<=50K
48.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,>50K
50.0,State-gov,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,126.6654550847115,<=50K
43.0,Private,12.0,Divorced,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,34.25564846801838,<=50K
32.0,Self-emp-not-inc,12.35687152624953,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,-2728.6985932680604,45.0,<=50K
62.77018412676825,Private,18.941070624073582,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,>50K
32.0,Private,13.0,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,5346.403097828381,0.0,40.0,>50K
22.432969678807858,Private,15.0,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,16.0,<=50K
34.0,Private,9.0,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
32.0,Local-gov,13.753685032692347,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,-9.865931625265397,<=50K
40.0,Private,10.0,Divorced,Tech-support,Unmarried,White,Female,0.0,-2018.6694796539364,-9.85480787240126,<=50K
32.0,Local-gov,10.0,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,<=50K
30.0,Self-emp-inc,10.628446561616864,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,>50K
28.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,<=50K
62.0,Private,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,4064.0,0.0,35.0,<=50K
41.0,Private,7.0,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0.0,0.0,40.0,<=50K
53.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,<=50K
32.0,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
17.0,Self-emp-inc,6.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,74.73970988119027,<=50K
47.0,Private,9.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,<=50K
20.0,Private,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,15.0,<=50K
28.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,<=50K
70.33054769766167,Private,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,46.0,<=50K
41.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1485.0,44.0,>50K
36.0,Private,12.122535454998193,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,<=50K
34.0,Self-emp-not-inc,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,1974.0,30.0,<=50K
98.71618715454704,Local-gov,15.012649374394629,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,>50K
58.0,Private,4.0,Never-married,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,33.0,<=50K
32.0,Private,9.0,Married-AF-spouse,Other-service,Other-relative,White,Female,0.0,0.0,10.0,<=50K
35.0,Self-emp-not-inc,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,<=50K
38.0,Private,13.0,Never-married,Other-service,Own-child,White,Female,-1396.9534345229497,0.0,35.0,<=50K
72.0,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,<=50K
-40.7935655568603,Private,6.0,Widowed,Craft-repair,Unmarried,Black,Female,0.0,0.0,40.0,<=50K
50.0,State-gov,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1485.0,40.0,>50K
39.0,Self-emp-not-inc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,<=50K
-12.915116082325355,Private,13.983695568784176,Never-married,Other-service,Own-child,White,Female,0.0,0.0,35.0,<=50K
-21.97260360371954,Private,9.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,50.0,<=50K
28.0,Private,13.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0.0,0.0,40.0,<=50K
59.0,Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,48.0,>50K
27.0,Private,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,>50K
25.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,<=50K
22.0,Private,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,<=50K
43.0,Private,6.915172828443651,Separated,Exec-managerial,Unmarried,White,Male,10384.426853927505,0.0,40.0,>50K
49.0,Local-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,>50K
28.0,Private,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,<=50K
39.0,Local-gov,20.849205749964145,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1977.0,-2.631785420909342,>50K
38.0,Private,13.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,45.0,<=50K
47.0,Local-gov,13.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688.0,0.0,40.0,>50K
48.0,Private,6.0,Never-married,Priv-house-serv,Other-relative,White,Female,0.0,0.0,31.45649603792794,<=50K
30.3745519105901,Private,9.0,Separated,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,32.0,<=50K
82.0,?,11.0,Widowed,?,Not-in-family,White,Female,0.0,0.0,8.0,<=50K
57.0,Self-emp-not-inc,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,16.0,<=50K
62.0,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,10.0,<=50K
36.0,Federal-gov,13.0,Never-married,Prof-specialty,Own-child,White,Male,0.0,2258.0,40.0,<=50K
45.0,Self-emp-not-inc,9.0,Married-civ-spouse,Other-service,Husband,White,Male,-3755.550111591462,0.0,40.0,<=50K
21.0,Local-gov,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,53.72107483949307,<=50K
73.0,Private,9.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,7.0,<=50K
39.02622359948901,Local-gov,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,2002.0,45.0,<=50K
